Hash,Message,Parent Hashes,Is Merge Commit,Modified Files
3388f885e220434a4c08476601ebc9853c89967a,"Fix istio importer by skipping  UI metadata files. (#570)

Signed-off-by: Shivam Sandbhor <shivam.sandbhor@gmail.com>",['4677f70c654a15da529a80d19d7de1ca013ef8eb'],False,istio.py
d1ab7e3eda23e6b21117fc4bd33d896c38cb55f3,"fix typing hint errors(pyright) && format with black

Signed-off-by: 司芳源 <sify1221@gmail.com>",['3388f885e220434a4c08476601ebc9853c89967a'],False,package_managers.py
7fc4731fe5b0101e6de9119661a0dc9b261ac164,"Fix deprecated Django API

Signed-off-by: Yassine Ilmi <9211413+yilmi@users.noreply.github.com>",['3388f885e220434a4c08476601ebc9853c89967a'],False,models.py
ed2131656b1b3030c2f9eb28e25c10dbbedc8e1d,"Merge pull request #592 from yilmi/fix_django_ugettext_lazy_deprecation

Fix deprecated Django API

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>","['3388f885e220434a4c08476601ebc9853c89967a', '7fc4731fe5b0101e6de9119661a0dc9b261ac164']",True,
fa740257925dff85b43f468217b515c3ede6abde,"Implement improver

This is work in progress, there are a few bugs and a few fixmes as well.
Everything will be replaced before the final commit

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['f78391541793ef0344642f3788ee8b15110cdbed'],False,"data_inference.py, data_source.py, import_runner.py, nginx.py, improve_runner.py, __init__.py, nginx.py, improve.py, models.py"
5fa3cd5d3acbf861b67f85245a286a10805b2743,"Use new Advisory model for importers

Importing Advisory data is now 2 step process.
1) Import Advisory
2) Create relations (default improver)

importers are now required to return AdvisoryData instead of Advisory.
The data contained inside AdvisoryData is converted into a model named
Advisory and then saved into the database. This will be useful later
for improvers to work on existing Advisories.
All the relationships for the Advisories are generated using a default
improver at improvers/default.py.

NOTE: There are errors in the UI due to models.py
    # TODO: Cannot resolve keyword 'resolved_vulnerabilities' into field
    # make vulnerabilities and resolved_vulnerabilities use the `fix` flag of PackageRelatedVulnerability

Knows defects (in current PR):
-[ ] UI break (see above)
-[ ] might crash in multiple imports / improves
-[ ] No improver than default improver is implemented yet
-[ ] normalized function of ``AdvisoryData`` has no body
-[ ] nginx importer still has remains of set_api etc
-[ ] Inference -> AdvisoryData encapsulation
-[ ] Duplicated data in database
-[ ] ???

Knows defects (to be solved in different PR):
-[ ] inconsistent naming - will be resolved in a different PR
-[ ] unordered imports

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['fa740257925dff85b43f468217b515c3ede6abde'],False,"data_inference.py, data_source.py, import_runner.py, nginx.py, improve_runner.py, __init__.py, default.py, improve.py, models.py"
43c8ab975ab9e1d5259f8ed471885327d15d8669,"Fix UI break

Recent model changes break the UI as now the PackageRelatedVulnerability
contains a ``fix`` flag to mark the relationship as a fix.
This is leveraged to eliminate multiple columns like patched_package or
vulnerable_package.

Known defects (in current PR):
-[x] UI break
-[ ] might crash in multiple imports / improves
-[ ] No improver than default improver is implemented yet
-[ ] normalized function of ``AdvisoryData`` has no body
-[ ] nginx importer still has remains of set_api etc
-[x] Inference -> AdvisoryData encapsulation
-[ ] Duplicated data in database
-[ ] ???

Knows defects (to be solved in different PR):
-[ ] inconsistent naming - will be resolved in a different PR
-[ ] unordered imports

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['08605cd06430d590e7169f988caea6a41416a0f1'],False,"models.py, views.py"
c3f34e9381a03107a0153adbee9929aad87b9b08,"Use OSV design for AffectedPackages

AffectedPackges now contains all affected versions and one fix version.
This is inspired from the design documented at https://docs.google.com/document/d/1sylBGNooKtf220RHQn1I8pZRmqXZQADDQ_TOABrKTpA
Under ""Format Overview"", along the lines of:

    ""affects"": {
            ""ranges"": [ {
                ""type"": string,
                ""repo"": string,
                ""introduced"": string,
                ""fixed"": string
            } ],
            ""versions"": [ string ]
        },

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['96a8cb351b9525261c00002466410baa2add1f6f'],False,data_source.py
c2ef79c9d8cf448c88cea559f12b7cf806937ed9,"Modify nginx importer to adopt OSV design

This is still not perfect because univers is not stable yet. The
uncertainty about the structure of version_specifier needs to be
resolved. As of now, there are many redundant AffectedPackage objects
which would be gone after https://github.com/nexB/univers/issues/8 is
fixed.

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['c3f34e9381a03107a0153adbee9929aad87b9b08'],False,nginx.py
7c1e24c258a2828307631e1b3d94988bf7acef3e,"Assert Inference fields

There must be an affected or fixed purls if there's no vulnerability id.
Otherwise, when vulnerability id is present, any (except summery for now)
could be present. It does not make sense to neither have vulnerability id
nor affected or fixed purls, such relation would be meaningless.

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['c2ef79c9d8cf448c88cea559f12b7cf806937ed9'],False,"data_inference.py, default.py"
c60e030bb33bae906a351fba7368014bc15696e4,"Hotfix parse_version from univers

https://github.com/nexB/univers/issues/10
- parse_version() should accept None and empty strings

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['2694c4ed97f9ea855db6f69cc946d09f5525873e'],False,"data_source.py, helpers.py"
18e3d4b92712574b57a6159e9aa46d401edf234b,"Refactor according to code review on 2021-12-04

The following suggestions were acception plus some code refactor

https://github.com/nexB/vulnerablecode/blob/main/vulnerabilities/migrations/0003_populate_patched_package.py
Is this hand written migration ? Why ? I'm resetting migrations, this is breaks on changes in univers
- > move to init migration, provide data dump

https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/import_runner.py#L73
- [x] name should be inside the importer class
https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/import_runner.py#L108
- [ ] Advisory. get or create in the loop itself
https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/import_runner.py#L95
- [x] Make it a list (or iterable is better), not set

class AdvisoryData:
""""""
This data class expresses the contract between data sources and the import runner.
""""""

vulnerability_id: Optional[str] = None
summary: str = None
affected_packages: List[AffectedPackage] = dataclasses.field(default_factory=list)
references: List[Reference] = dataclasses.field(default_factory=list)
date_published: Optional[datetime.datetime] = None

- [x] Use this to create an Advisory model and store List objects as json

https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/data_source.py#L99
- [x] affected_version_range

- [x] https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/data_source.py#L120
VersionRange.version_class to get the Version subclass

https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/importers/nginx.py#L71
- [ ] docify this

- [x] advisory_data should return an iterable as a contract

https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/importers/nginx.py#L77
- [x] yield better

https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/importers/nginx.py#L158
- [ ] use getattr

https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/importers/nginx.py#L162
- [x] only for nginx advisory

https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/importers/nginx.py#L188
- [x] return a dict and use ** on 77
https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/importers/nginx.py#L99
- [x] _,_,fixed_versions =

https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/importers/nginx.py#L86
- [x] how does a paragraph look

https://github.com/Hritik14/vulnerablecode/blob/ee0dba45f1d5b6680e121d91ce59b050325a5e67/vulnerabilities/importers/nginx.py#L116
- [x] remove branch qualifier

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['5ec989dbc86c14335bf0cbffceb8dbe407c8fbae'],False,"data_source.py, import_runner.py, nginx.py, 0001_initial.py, models.py"
c3e71f4984b1be1077f9d4f613fac75d0d38ac6c,"Fix few tests to recent structure, dump ugettext_lazy

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['e3a1ea59337c84dfacd0fb068d64d8e90fed6b0d'],False,"nginx.py, default.py, models.py, test_helpers.py"
bd390d4f6eac7f438b6163b717f5a39abf88957c,"Add get_fixed_purl in AffectedPackage, fix from_dict

from_dict is a factory, should be a classmethod

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['86d175e436139114925ca34266ca68e41f11afea'],False,data_source.py
6ab6f06040271f09ec3bc083f253fc3d363188d5,"Add FIXME about wrong filters in PackageSearchView

The entire view is messed up. Will probably need a rewrite

Co-authored-by: Philippe Ombredanne <pombredanne@gmail.com>
Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['bd390d4f6eac7f438b6163b717f5a39abf88957c'],False,views.py
33d0c0d9ce25c97289013f1f4375dddc35c53559,"Teeny weeny fixes

Fixes are in accordance with the final review for this PR done at :
https://github.com/nexB/vulnerablecode/pull/525#pullrequestreview-862081431

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>
Co-authored-by: Philippe Ombredanne <pombredanne@gmail.com>",['6ab6f06040271f09ec3bc083f253fc3d363188d5'],False,"data_source.py, nginx.py, improve_runner.py, __init__.py, default.py, improve.py, models.py"
344921701c008edffa4d0551a0674a1906f34285,"Correct notes for cvssv3.1_qr

Fixes: https://github.com/nexB/vulnerablecode/issues/550

Signed-off-by: keshav-space <keshav6240@gmail.com>",['67fc00e5a8dbdf690f1c1b0d627da0d06322adb9'],False,severity_systems.py
14850eaf994261a38bfa4c9378623491b5c74b33,Fix title,['46c6aba4150999aaa3790004aed78fcd8053066e'],False,index.rst
7c3d7a8a0d7c08db14f1b37120313411453e225c,"Dump importer_yielder in favor of IMPORTER_REGISTRY

IMPORTER_REGISTRY is neater and does not do any magical string -> object
conversion. The registry looks more in sync with improvers.
Fixes: https://github.com/nexB/vulnerablecode/issues/501

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['14850eaf994261a38bfa4c9378623491b5c74b33'],False,"admin.py, data_inference.py, data_source.py, import_runner.py, importer_yielder.py, __init__.py, nginx.py, improve_runner.py, __init__.py, import.py, improve.py, models.py, test_importer_yielder.py"
12c842e20f95be78ab891bdac0d749257d726560,"Remove etags

Etags are meant for transient usage in browsers and are not meant for
any long term usage.
Fixes: https://github.com/nexB/vulnerablecode/issues/321

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['7c3d7a8a0d7c08db14f1b37120313411453e225c'],False,"helpers.py, test_helpers.py"
7e198e4380d42116b0ccb53e8921d2f71ff69c78,"fix the black format

Signed-off-by: Ziad <ziadhany2016@gmail.com>",['4ebaa4806b81c2af2f4b951c8fdf2048c36d2ea5'],False,"test_view.py, views.py"
d98e37f3a01df733c81098c2ec07d7b422b7c8c3,"fix Presentation url

Signed-off-by: Ziad <ziadhany2016@gmail.com>",['7e198e4380d42116b0ccb53e8921d2f71ff69c78'],False,README.rst
dcc9d6ff10534be8ffa1b2ef4925445a9079f6a8,"fix doctest NameError

Signed-off-by: 司芳源 <sify1221@gmail.com>",['07b1f92fc777f71cfae49923d749669fb354188b'],False,package_managers.py
4cc6b4fbe930fcb7b0f42946bb9d40c2d3206d47,Merge branch 'main' of https://github.com/ziadhany/vulnerablecode into view_fix,"['d98e37f3a01df733c81098c2ec07d7b422b7c8c3', '28f565918d70a478ea1bacbe27e250e31fde191d']",True,
a63826e7493495db9ab2215c5ca2360a12b1f770,"fix view ,add a test and sort imports.

Signed-off-by: Ziad <ziadhany2016@gmail.com>",['4cc6b4fbe930fcb7b0f42946bb9d40c2d3206d47'],False,"test_view.py, views.py"
d4f38aa9398a2ea243f7f13fe4af9df07932ef8a,"Merge pull request #618 from ziadhany/view_fix

validation for page_no and fix presentation url .","['28f565918d70a478ea1bacbe27e250e31fde191d', 'a63826e7493495db9ab2215c5ca2360a12b1f770']",True,
09dcbbf325bf42a1ee6df8b22ca67af992bd10c6,"Merge pull request #635 from ngi-nix/fix-nix-setup

Fix nix setup","['4390b6aca872cbde378516199f143fa11e64bc5a', 'f46de02f598f575aca7cf30bfaed07ffaf2d5aaf']",True,
2e235a27725127c56e41f67e850781326d093b3e,"Fix documentation link in documentation

Fixes: https://github.com/nexB/vulnerablecode/issues/637

Reported-By: Keshav Priyadarshi <git@keshav.space>
Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['71ec5cd125b4acc89cb38a725f0d14a22fb98188'],False,contributing.rst
80579a5bc6014fd8ceaad338062eb4c6797edfc8,"Make sure fixed purl is optional in Inference

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['2f9b863a21a9acddc2183b8d41d864991445bf90'],False,"improve_runner.py, improver.py"
f9f4bc04a98f66ecf624cd6acd593e5108e53291,"Merge pull request #639 from Hritik14/bugfix

Make sure fixed purl is optional in Inference","['2f9b863a21a9acddc2183b8d41d864991445bf90', '80579a5bc6014fd8ceaad338062eb4c6797edfc8']",True,
104c76071e968454dea220c4cc58c60ca0ca0d89,"fix nix

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['a69c886d2524f5080804b25d153e5d5dd0258e59'],False,"importer.py, default.py"
986e75f9a714039cc4f11516032d87b0aafee790,"Fix github improver

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['a59b5e411d8803abbf41d824ee7c6d9f1b752974'],False,"helpers.py, github.py, package_managers_2.py, gem.json, test_helpers.py, test_package_managers_2.py"
497b5fdc85c6277824623e0336d2c4378581b863,"Fix API crash due to model changes

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['a59b5e411d8803abbf41d824ee7c6d9f1b752974'],False,api.py
705e7929dfb9af4264952b78b654fc6440468330,"Streamline stripping V prefixes in versions

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>",['986e75f9a714039cc4f11516032d87b0aafee790'],False,github.py
a30166fcd978302769b6c407b37c62a4047c6daf,"Merge pull request #663 from TG1999/fix/github_improver

Fix github improver

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>","['a59b5e411d8803abbf41d824ee7c6d9f1b752974', '705e7929dfb9af4264952b78b654fc6440468330']",True,
77a81c8f402297e0d7a4e937f6e17052b53fb74d,Merge branch 'main' into fix_api,"['497b5fdc85c6277824623e0336d2c4378581b863', 'a30166fcd978302769b6c407b37c62a4047c6daf']",True,
a203e9483bd3ecd9377eb97094d7f351ddc100a2,"Merge pull request #669 from TG1999/fix_api

Fix API crash due to model changes

Reference: https://github.com/nexB/vulnerablecode/issues/668
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>","['a30166fcd978302769b6c407b37c62a4047c6daf', '77a81c8f402297e0d7a4e937f6e17052b53fb74d']",True,
93ba3061abc45f0eaf2fbe83e0307759ecda87b8,"Merge pull request #671 from TG1999/test_fix_api

Add tests for checking the API","['a203e9483bd3ecd9377eb97094d7f351ddc100a2', '3a3ea06556411f1fda6418bf9285c9e26ba623e6']",True,
8c7ecc811494de319e0df44d17daf85b7f5cc44c,"Fix improver framework not accepting severities

Signed-off-by: Hritik Vijay <hritikxx8@gmail.com>",['93ba3061abc45f0eaf2fbe83e0307759ecda87b8'],False,improve_runner.py
39ef4878f9ff1d147a3b46def5403f77137f96df,"Merge pull request #684 from Hritik14/bugfix

Fix improver framework not accepting severities","['93ba3061abc45f0eaf2fbe83e0307759ecda87b8', '3a38e6b73b0a04156c8f77e1fa23bc953f29b387']",True,
4feb5506b5ad84caaadc6652d6eacf8590db47af,"Fix typo

Reported-by: Hritik Vijay <hritikxx8@gmail.com>
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>",['86da080ff616ddc98814d6fee074d98fc0909c7d'],False,CHANGELOG.rst
f2de3d1a8714abebe62dd6b0042e0d14e361d260,"Improve logging

* A logging statement was not formatted correctly.
* Also prefix with _ an unused variable

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>",['5e96d5c4f33a8d1febdc0b2cea3c5276e1e3d4be'],False,improve_runner.py
d74425f5824719b7d20c5c92bcf86541360a75d5,"Add missing format string prefix

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>",['da7faf7094cbec3a0dede586ab470a5b0d2adf5a'],False,models.py
39b5fab295bae115de992a5b98d41dabd1b01a01,"Use new file-based testing and env-based regen

To regen expected files, set VULNERABLECODE_REGEN_TEST_FIXTURES to any
value

Reference: https://github.com/nexB/vulnerablecode/blob/a7545e7e6fa94d3a3f6382bfab42f90a72bce7d7/vulnerabilities/tests/util_tests.py#L36
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>",['f889546e8dd45492c9c8c082350c2071b508bdda'],False,test_openssl.py
5a457fcf0cbb7c62502e43fb8b53d4517dd87c3f,"Fix docstring typo

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>",['eb6913860e64da1a807fcda261da53599bb48897'],False,helpers.py
249c562ee26f4f3bfc1a89851d5823e8ce8f7f7e,"Fix typing error (#696)

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['8a81708c4daa5b1c6c35b4da945532b39c8acd1b'],False,default.py
47f6ae62d919fff5094b960c1f56bc0c6b8b4be3,"Merge pull request #693 from TG1999/fix/default_improver

Allow default improver to improve without affected packages","['d1f21983d39592b7470a1db038d66c0031053b30', 'bc94910128150304fe8d9cba0d4c4c3da53724bf']",True,
f563c64421bcf127cb186666a3b164c36f340b2c,"Merge pull request #700 from TG1999/ui-fix

Fix UI","['554384bb9a906c5c16e144f9adc17173813ac523', '02b204a9646cb4f617520db8f8cde6e42d26dfa9']",True,
7810a7f8661e684f13c984d4d4100b89b0ab05a0,"Fix typos in CHANGELOG

Signed-off-by: Keshav Priyadarshi <git@keshav.space>",['f563c64421bcf127cb186666a3b164c36f340b2c'],False,CHANGELOG.rst
14b814ce4f09e9ffef86b6f47acf96d557233b99,"Merge pull request #724 from keshav-space/fix_typos

Fix typos in CHANGELOG","['f563c64421bcf127cb186666a3b164c36f340b2c', '7810a7f8661e684f13c984d4d4100b89b0ab05a0']",True,
2aede6fa7caf9d273527ae1106e2d9bb0c538942,"Infinite loop fix

Signed-off-by: mark <mark@threatrix.io>",['14b814ce4f09e9ffef86b6f47acf96d557233b99'],False,"package_managers.py, test_package_managers.py"
4a5f3206663e16c0686739fa83fca2978e6818b6,"Migrate redhat importer

Fix severities in UI

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['75b2920cbc4041a40a52a35b7aada385137e503e'],False,"__init__.py, redhat.py, rpm_utils.py, vulnerability.html, conftest.py, RHSA-2022:1437.json, RHSA-2022:1439.json, bugzilla-2075788.json, bugzilla-2077736.json, redhat-expected.json, redhat-input.json, test_redhat_importer.py"
ee1f0cfcc6e4e04f15b4e4287a671f2fbc420f0f,"Fix pysec importer

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['f71776b4436730b5f0778b54a3657e92ea348bb1'],False,"pysec.py, pysec-expected-1.json, pysec-expected-2.json, pysec_test.json, pysec_test_1.json, pysec_test_2.json, test_pysec.py"
b585b1690177edf554ba474166a501690b421306,"Merge pull request #739 from TG1999/fix/pysec

Fix pysec importer","['f71776b4436730b5f0778b54a3657e92ea348bb1', 'ad969355914bd9fd84eb7c4937810c5712e48c22']",True,
a0dc279a0f04e826e570e200639deb3c1201db29,"Reference: https://github.com/nexB/vulnerablecode/issues/729

Fix severity model

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['b585b1690177edf554ba474166a501690b421306'],False,"improve_runner.py, 0014_remove_duplicate_severities.py, 0015_alter_vulnerabilityseverity_unique_together_and_more.py, models.py"
1717f51612b61913dbaf74373bd738a2fb86ab61,"Merge pull request #731 from TG1999/fix_severity_model

Fix severity model","['b585b1690177edf554ba474166a501690b421306', 'f5222a1fb309b8500ada609bb600d3ec0a801bb6']",True,
d7627efa36a726d80f52fb200b40f2c6a8147147,"Merge pull request #757 from TG1999/fix_redhat_importer

Put network calls in try/except block for redhat importer","['d1686dbf3f36e5a52a261be69e047df2e9d08e24', '31ba98af9ea7bddd2104f8c3fd662472dc265b46']",True,
5b56e9e9a9186a16ef7e76571e810a090140ce2f,"Merge pull request #762 from armijnhemel/doc_fixes_06062022

doc: Adviory -> Advisory","['d7627efa36a726d80f52fb200b40f2c6a8147147', '831869023de689d5089d9a0c7b41cca01f2203e9']",True,
31d92047281078930e5290b90383a09f233d577e,"Fix failing test

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['1460630122f629fc50efa7847220a66db42a8c43'],False,test_fix_api.py
160ac879212c7d636c203c7ac689707d49b48c18,"fix the test

Signed-off-by: Ziad <ziadhany2016@gmail.com>",['9ac6fa2a96181e91adc1555d9fc704f2faf34726'],False,"osv.py, pypa.py, pysec.py, test_osv.py, test_pypa.py, test_pysec.py"
55f49316d9f1e7bb3b394a9a947659c7d30b3c60,"dedupe the aliases and fix the test .

Signed-off-by: Ziad <ziadhany2016@gmail.com>",['ed28ebe60a282f2628f64638480a60b0a7867e1f'],False,osv.py
e538976ee63484b831f1623fb2d9368081824c1f,"Add fixed packages in packages endpoint

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['59406a5221d277f25a4b87a6203f07ec4853958a'],False,"api.py, models.py, test_fix_api.py"
64d9dd7d33d856da660df41a4ecca30d94024e9b,"Add filter for fixed packages in vulnerabilities endpoint

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['e538976ee63484b831f1623fb2d9368081824c1f'],False,"api.py, models.py"
49052d666e06197b07bf5409b09cbf665589578c,"Merge pull request #784 from TG1999/api_fixed_packages

Add fixed packages in packages endpoint","['59406a5221d277f25a4b87a6203f07ec4853958a', '1edfb93e752a9a480cf40fe2ddf160d31987ca03']",True,
8ccfacc7ec96f21a3d26487397a9d72d6cb86b9a,"Fix failing tests, sort search results, add search box to search results pages

Reference: https://github.com/nexB/vulnerablecode/issues/798

Signed-off-by: John M. Horan <johnmhoran@gmail.com>",['5a63a195dd13ccda1cc0a6aa3ee33186a94a2ee2'],False,"index.html, package_update.html, packages.html, vulnerabilities.html, views.py, custom.css"
88d9df7220f4b50f522520b895f22dbfd06c1a1d,"Work on package sorting and fixed-package identification

References: https://github.com/nexB/vulnerablecode/issues/798

Signed-off-by: John M. Horan <johnmhoran@gmail.com>",['2956bc2dbce8c6ceb97400449c0192b31ade6ba8'],False,"navbar.html, package_update.html, packages.html, vulnerabilities.html, vulnerability.html, views.py, custom.css"
b63d0c02c597daa164630bdd386a871463fc2916,"Merge pull request #830 from TG1999/fix_pagination

Paginate initial listings to display a small number of or records","['2670b03166a90fd6fc1df1358c3772d874762676', '0c896aad916e0577f756c63329d2148ae1ba0b3e']",True,
050d58090a0cb56e37f9d6af776533345fa75479,"Move fixed_packages to vulnerabilities in packages endpoint #809

Reference: https://github.com/nexB/vulnerablecode/issues/809
Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['b63d0c02c597daa164630bdd386a871463fc2916'],False,"CHANGELOG.rst, api.py, test_fix_api.py"
479111359070cc09010bde343e210306c4b14e40,"Merge pull request #831 from TG1999/fixed_package_in_affected_by_vulnerabilities

Add fixed packages in vulnerabilities details in packages endpoint.","['b63d0c02c597daa164630bdd386a871463fc2916', '050d58090a0cb56e37f9d6af776533345fa75479']",True,
ae871fbba453eb1e22a1c638f428ffd19d285a5e,"Add affected/fixed package data to vulnerability details

Reference: https://github.com/nexB/vulnerablecode/issues/798

Signed-off-by: John M. Horan <johnmhoran@gmail.com>",['441852f29a3d43b5ccf898ebdb1c405cb6e402d5'],False,"base.html, index.html, navbar.html, package_update.html, packages.html, vulnerabilities.html, vulnerability.html, views.py, settings.py, custom.css, jquery-3.6.0.js, jquery-3.6.0.js:Zone.Identifier, jquery-3.6.0.min.js, jquery-3.6.0.min.js:Zone.Identifier"
96d446f3cf9c57d06ea951bf8c306f3f8e65fef6,"Fix typos in API

And fix typos in CHANGELOG
Reference: https://github.com/nexB/vulnerablecode/issues/854

Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['0ff68fc64f100c1016620e04a9ad2ae21c4e23db'],False,"CHANGELOG.rst, api.py, test_fix_api.py"
41f3527b23bff1f958b5e067d3d3aab5eb44cfff,"Merge pull request #853 from TG1999/fix_typos

Fix typos in API","['0ff68fc64f100c1016620e04a9ad2ae21c4e23db', '96d446f3cf9c57d06ea951bf8c306f3f8e65fef6']",True,
233f747a083f837324b150bb7630abbc5cd9da61,"Replace style settings with classes, fix Jinja tag indentation

Reference: https://github.com/nexB/vulnerablecode/issues/798
Reference: https://github.com/nexB/vulnerablecode/pull/813

Signed-off-by: John M. Horan <johnmhoran@gmail.com>",['e84a76e9489d4656e0852672676ff3625572e8c8'],False,"forms.py, base.html, index.html, package_update.html, packages.html, vulnerabilities.html, vulnerability.html, custom.css"
c902c2f7cf7c66b39e8803a28335675f71a5e5ed,"Fix wrapping, position of Alias records in Vulnerability details templates

Reference: https://github.com/nexB/vulnerablecode/issues/864

Signed-off-by: John M. Horan <johnmhoran@gmail.com>",['4ec2d93f1ffba1fde4a3b76dc0e9a0d5a9ba8279'],False,"vulnerability.html, custom.css"
a7e720e38b70956a01e351a545633dd544fa981f,"Add is_vulnerable property in fixed packages

Reference: https://github.com/nexB/vulnerablecode/issues/867
Signed-off-by: Tushar Goel <tushar.goel.dav@gmail.com>",['e0731adc9d57255729db2d5147004d7423e1397c'],False,"CHANGELOG.rst, api.py, models.py, test_fix_api.py"
d72c3b9e390fcc109076f30869e89a33f8e5d8ca,"Merge pull request #869 from TG1999/is_vulnerable_package

Add is_vulnerable property in fixed and affected_packages","['e0731adc9d57255729db2d5147004d7423e1397c', 'a7e720e38b70956a01e351a545633dd544fa981f']",True,
13027617316d99e57a26e4ef095b816945f0a07a,"Report Vulnerability severities correctly #904

* Add ""severities"" property to Vulnerability
  This is traversing severities through the references.
* Remove the ""severities"" property from a VulnerabilityReference.
* Also use ""Fixed by packages"" #903

Reference: https://github.com/nexB/vulnerablecode/issues/903
Reference: https://github.com/nexB/vulnerablecode/issues/904
Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>",['f82bbc30f119f0c724e6fea52de9ea76cff92d8e'],False,"models.py, vulnerability_details.html, test_view.py, views.py"
51495430014b186cb3b2c3b08aa0ed979a47cab7,"Fix migrations

There was a mistake commit in the history where the unique_together
of VulnerabilityReference was reordered without creating a new migration
This is fixing this to ensure we can migrate correctly

Signed-off-by: Philippe Ombredanne <pombredanne@nexb.com>",['6688cb6104f3655f413c2c82e3a4fb4ed215c046'],False,"0026_alter_vulnerabilityreference_unique_together.py, 0027_alter_vulnerabilityreference_url.py"
de614055dd14f5bcd6811cd57e4f3e4d83419008,"Fix UI wrap issue in Reference table #916

Reference: https://github.com/nexB/vulnerablecode/issues/916

Signed-off-by: John M. Horan <johnmhoran@gmail.com>",['3856f05578042b974ff1586498b6795fa2b3c4b1'],False,"vulnerability_details.html, custom.css"
08f9fac1cfb77c3c61c57301415908e8a6271478,"Merge pull request #919 from nexB/916-ui-bug

Fix UI wrap issue in Reference table #916","['3856f05578042b974ff1586498b6795fa2b3c4b1', 'de614055dd14f5bcd6811cd57e4f3e4d83419008']",True,
51051b4478b709ba74793d7c1217b36c89871426,"Merge pull request #921 from TG1999/fix/918

Bump package-url version #918","['08f9fac1cfb77c3c61c57301415908e8a6271478', 'd3bb7652c1736f82164e03481444d56816467cc3']",True,
